Category,City,Country,Country Abbr,Current Year(Today),Customer,Customer ID,Customer Name,Order Date (DMY),Order Date (MDY),Order ID,Order ID1,Postal Code,Prior Year(Today),Product ID,Product Name,Purple Product,Region,Returned,Row ID,Segment,Sheet,Ship Date (DMY),Ship Date (MDY),Ship Date MDY - String,Ship Mode,Ship Mode (group),State,Sub-Category,Sub-Category (group),Table Name,Average Sales,Discount,Discount (copy),Number of Records,Order Count,Order Count Distinct,Profit,Profit %,Profit % - Row Level,Profit % Full,Profit %- Dynamic Aggregation,Quantity,Quantity Threshold,Sales,Test Set Calculation,Top Tier Color
Office Supplies,San Francisco,United States,US,2022,MIKE KENNEDY,MK-18160,Mike Kennedy,12/2/2017,12/2/2017,US-2017-108455,US-2017-108455,94122,2021,OFF-ST-10002214,X-Rack File for Hanging Folders,False,West,Yes,1482,Consumer,Orders,8/12/2017,12/8/2017,2017-12-08,Standard Class,Basic,California,Storage,Storage,Orders,33.87,0,0,1,1,1,8.8062,0.26,0.26,26,0.26,3,3,33.87,0,All Other
Office Supplies,Costa Mesa,United States,CA,2022,DAVE BROOKS,DB-13060,Dave Brooks,2/26/2018,2/26/2018,CA-2018-121258,CA-2018-121258,92627,2021,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",False,West,Yes,9993,Consumer,Orders,3/3/2018,3/3/2018,2018-03-03,Standard Class,Basic,California,Paper,Labels & Paper,Orders,29.6,0,0,1,1,1,13.32,0.45,0.45,45,0.45,4,4,29.6,0,All Other
Office Supplies,Costa Mesa,United States,CA,2022,DAVE BROOKS,DB-13060,Dave Brooks,2/26/2018,2/26/2018,CA-2018-121258,CA-2018-121258,92627,2021,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",False,West,Yes,9993,Consumer,Orders,3/3/2018,3/3/2018,2018-03-03,Standard Class,Basic,California,Paper,Labels & Paper,Orders,29.6,0,0,1,1,1,13.32,0.45,0.45,45,0.45,4,4,29.6,0,All Other
Office Supplies,Costa Mesa,United States,CA,2022,DAVE BROOKS,DB-13060,Dave Brooks,2/26/2018,2/26/2018,CA-2018-121258,CA-2018-121258,92627,2021,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",False,West,Yes,9993,Consumer,Orders,3/3/2018,3/3/2018,2018-03-03,Standard Class,Basic,California,Paper,Labels & Paper,Orders,29.6,0,0,1,1,1,13.32,0.45,0.45,45,0.45,4,4,29.6,0,All Other
Office Supplies,San Francisco,United States,US,2022,MIKE KENNEDY,MK-18160,Mike Kennedy,12/2/2017,12/2/2017,US-2017-108455,US-2017-108455,94122,2021,OFF-PA-10002262,Xerox 192,False,West,Yes,1480,Consumer,Orders,8/12/2017,12/8/2017,2017-12-08,Standard Class,Basic,California,Paper,Labels & Paper,Orders,25.92,0,0,1,1,1,12.4416,0.48,0.48,48,0.48,4,4,25.92,0,All Other
Office Supplies,San Francisco,United States,US,2022,MIKE KENNEDY,MK-18160,Mike Kennedy,12/2/2017,12/2/2017,US-2017-108455,US-2017-108455,94122,2021,OFF-PA-10002262,Xerox 192,False,West,Yes,1480,Consumer,Orders,8/12/2017,12/8/2017,2017-12-08,Standard Class,Basic,California,Paper,Labels & Paper,Orders,25.92,0,0,1,1,1,12.4416,0.48,0.48,48,0.48,4,4,25.92,0,All Other
Office Supplies,San Francisco,United States,US,2022,MIKE KENNEDY,MK-18160,Mike Kennedy,12/2/2017,12/2/2017,US-2017-108455,US-2017-108455,94122,2021,OFF-PA-10002262,Xerox 192,False,West,Yes,1480,Consumer,Orders,8/12/2017,12/8/2017,2017-12-08,Standard Class,Basic,California,Paper,Labels & Paper,Orders,25.92,0,0,1,1,1,12.4416,0.48,0.48,48,0.48,4,4,25.92,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-AR-10003514,4009 Highlighters by Sanford,False,West,Yes,1711,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Art,Art,Orders,19.9,0,0,1,1,1,6.567,0.33,0.33,33,0.33,5,5,19.9,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-AR-10003514,4009 Highlighters by Sanford,False,West,Yes,1711,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Art,Art,Orders,19.9,0,0,1,1,1,6.567,0.33,0.33,33,0.33,5,5,19.9,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-AR-10003514,4009 Highlighters by Sanford,False,West,Yes,1711,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Art,Art,Orders,19.9,0,0,1,1,1,6.567,0.33,0.33,33,0.33,5,5,19.9,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-AR-10003514,4009 Highlighters by Sanford,False,West,Yes,1711,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Art,Art,Orders,19.9,0,0,1,1,1,6.567,0.33,0.33,33,0.33,5,5,19.9,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-AR-10003514,4009 Highlighters by Sanford,False,West,Yes,1711,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Art,Art,Orders,19.9,0,0,1,1,1,6.567,0.33,0.33,33,0.33,5,5,19.9,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-AR-10003514,4009 Highlighters by Sanford,False,West,Yes,1711,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Art,Art,Orders,19.9,0,0,1,1,1,6.567,0.33,0.33,33,0.33,5,5,19.9,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-FA-10001561,Stockwell Push Pins,False,West,Yes,6860,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Fasteners,Fasteners,Orders,10.9,0,0,1,1,1,3.597,0.33,0.33,33,0.33,5,5,10.9,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-FA-10001561,Stockwell Push Pins,False,West,Yes,6860,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Fasteners,Fasteners,Orders,10.9,0,0,1,1,1,3.597,0.33,0.33,33,0.33,5,5,10.9,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-FA-10001561,Stockwell Push Pins,False,West,Yes,6860,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Fasteners,Fasteners,Orders,10.9,0,0,1,1,1,3.597,0.33,0.33,33,0.33,5,5,10.9,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-FA-10001561,Stockwell Push Pins,False,West,Yes,6860,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Fasteners,Fasteners,Orders,10.9,0,0,1,1,1,3.597,0.33,0.33,33,0.33,5,5,10.9,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-FA-10001561,Stockwell Push Pins,False,West,Yes,6860,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Fasteners,Fasteners,Orders,10.9,0,0,1,1,1,3.597,0.33,0.33,33,0.33,5,5,10.9,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-FA-10001561,Stockwell Push Pins,False,West,Yes,6860,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Fasteners,Fasteners,Orders,10.9,0,0,1,1,1,3.597,0.33,0.33,33,0.33,5,5,10.9,0,All Other
Office Supplies,Edmonds,United States,CA,2022,BRUCE STEWART,BS-11755,Bruce Stewart,12/29/2018,12/29/2018,CA-2018-130631,CA-2018-130631,98026,2021,OFF-FA-10000089,Acco Glide Clips,False,West,Yes,5457,Consumer,Orders,2/1/2019,1/2/2019,2019-01-02,Standard Class,Basic,Washington,Fasteners,Fasteners,Orders,19.6,0,0,1,1,1,9.604,0.49,0.49,49,0.49,5,5,19.6,0,All Other
Office Supplies,Edmonds,United States,CA,2022,BRUCE STEWART,BS-11755,Bruce Stewart,12/29/2018,12/29/2018,CA-2018-130631,CA-2018-130631,98026,2021,OFF-FA-10000089,Acco Glide Clips,False,West,Yes,5457,Consumer,Orders,2/1/2019,1/2/2019,2019-01-02,Standard Class,Basic,Washington,Fasteners,Fasteners,Orders,19.6,0,0,1,1,1,9.604,0.49,0.49,49,0.49,5,5,19.6,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,RALPH ARNETT,RA-19285,Ralph Arnett,9/4/2018,9/4/2018,CA-2018-141929,CA-2018-141929,90004,2021,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",False,West,Yes,3620,Consumer,Orders,8/9/2018,9/8/2018,2018-09-08,Standard Class,Basic,California,Storage,Storage,Orders,217.85,0,0,1,1,1,65.355,0.3,0.3,30,0.3,5,5,217.85,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,RALPH ARNETT,RA-19285,Ralph Arnett,9/4/2018,9/4/2018,CA-2018-141929,CA-2018-141929,90004,2021,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",False,West,Yes,3620,Consumer,Orders,8/9/2018,9/8/2018,2018-09-08,Standard Class,Basic,California,Storage,Storage,Orders,217.85,0,0,1,1,1,65.355,0.3,0.3,30,0.3,5,5,217.85,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,RALPH ARNETT,RA-19285,Ralph Arnett,9/4/2018,9/4/2018,CA-2018-141929,CA-2018-141929,90004,2021,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",False,West,Yes,3620,Consumer,Orders,8/9/2018,9/8/2018,2018-09-08,Standard Class,Basic,California,Storage,Storage,Orders,217.85,0,0,1,1,1,65.355,0.3,0.3,30,0.3,5,5,217.85,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-LA-10003077,Avery 500,False,West,Yes,1707,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Labels,Labels & Paper,Orders,43.86,0,0,1,1,1,20.6142,0.47,0.47,47,0.47,6,6,43.86,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-LA-10003077,Avery 500,False,West,Yes,1707,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Labels,Labels & Paper,Orders,43.86,0,0,1,1,1,20.6142,0.47,0.47,47,0.47,6,6,43.86,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-LA-10003077,Avery 500,False,West,Yes,1707,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Labels,Labels & Paper,Orders,43.86,0,0,1,1,1,20.6142,0.47,0.47,47,0.47,6,6,43.86,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-LA-10003077,Avery 500,False,West,Yes,1707,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Labels,Labels & Paper,Orders,43.86,0,0,1,1,1,20.6142,0.47,0.47,47,0.47,6,6,43.86,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-LA-10003077,Avery 500,False,West,Yes,1707,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Labels,Labels & Paper,Orders,43.86,0,0,1,1,1,20.6142,0.47,0.47,47,0.47,6,6,43.86,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-LA-10003077,Avery 500,False,West,Yes,1707,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Labels,Labels & Paper,Orders,43.86,0,0,1,1,1,20.6142,0.47,0.47,47,0.47,6,6,43.86,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,CRAIG CARREIRA,CC-12670,Craig Carreira,6/18/2018,6/18/2018,CA-2018-112753,CA-2018-112753,90032,2021,OFF-PA-10002036,Xerox 1930,False,West,Yes,4497,Consumer,Orders,23/6/2018,6/23/2018,2018-06-23,Standard Class,Basic,California,Paper,Labels & Paper,Orders,38.88,0,0,1,1,1,19.0512,0.49,0.49,49,0.49,6,6,38.88,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,CRAIG CARREIRA,CC-12670,Craig Carreira,6/18/2018,6/18/2018,CA-2018-112753,CA-2018-112753,90032,2021,OFF-PA-10002036,Xerox 1930,False,West,Yes,4497,Consumer,Orders,23/6/2018,6/23/2018,2018-06-23,Standard Class,Basic,California,Paper,Labels & Paper,Orders,38.88,0,0,1,1,1,19.0512,0.49,0.49,49,0.49,6,6,38.88,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,LENA RADFORD,LR-16915,Lena Radford,9/2/2017,9/2/2017,CA-2017-126732,CA-2017-126732,90036,2021,OFF-AR-10004752,Blackstonian Pencils,False,West,Yes,9236,Consumer,Orders,6/9/2017,9/6/2017,2017-09-06,Standard Class,Basic,California,Art,Art,Orders,18.69,0,0,1,1,1,5.2332,0.28,0.28,28,0.28,7,7,18.69,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,LENA RADFORD,LR-16915,Lena Radford,9/2/2017,9/2/2017,CA-2017-126732,CA-2017-126732,90036,2021,OFF-AR-10004752,Blackstonian Pencils,False,West,Yes,9236,Consumer,Orders,6/9/2017,9/6/2017,2017-09-06,Standard Class,Basic,California,Art,Art,Orders,18.69,0,0,1,1,1,5.2332,0.28,0.28,28,0.28,7,7,18.69,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,LENA RADFORD,LR-16915,Lena Radford,9/2/2017,9/2/2017,CA-2017-126732,CA-2017-126732,90036,2021,OFF-AR-10004752,Blackstonian Pencils,False,West,Yes,9236,Consumer,Orders,6/9/2017,9/6/2017,2017-09-06,Standard Class,Basic,California,Art,Art,Orders,18.69,0,0,1,1,1,5.2332,0.28,0.28,28,0.28,7,7,18.69,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,LENA RADFORD,LR-16915,Lena Radford,9/2/2017,9/2/2017,CA-2017-126732,CA-2017-126732,90036,2021,OFF-AR-10004752,Blackstonian Pencils,False,West,Yes,9236,Consumer,Orders,6/9/2017,9/6/2017,2017-09-06,Standard Class,Basic,California,Art,Art,Orders,18.69,0,0,1,1,1,5.2332,0.28,0.28,28,0.28,7,7,18.69,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,LENA RADFORD,LR-16915,Lena Radford,9/2/2017,9/2/2017,CA-2017-126732,CA-2017-126732,90036,2021,OFF-AR-10004752,Blackstonian Pencils,False,West,Yes,9236,Consumer,Orders,6/9/2017,9/6/2017,2017-09-06,Standard Class,Basic,California,Art,Art,Orders,18.69,0,0,1,1,1,5.2332,0.28,0.28,28,0.28,7,7,18.69,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,LENA RADFORD,LR-16915,Lena Radford,9/2/2017,9/2/2017,CA-2017-126732,CA-2017-126732,90036,2021,OFF-AR-10004752,Blackstonian Pencils,False,West,Yes,9236,Consumer,Orders,6/9/2017,9/6/2017,2017-09-06,Standard Class,Basic,California,Art,Art,Orders,18.69,0,0,1,1,1,5.2332,0.28,0.28,28,0.28,7,7,18.69,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,CLAY CHEATHAM,CC-12550,Clay Cheatham,12/1/2018,12/1/2018,CA-2018-118542,CA-2018-118542,90008,2021,OFF-PA-10004735,Xerox 1905,False,West,Yes,3557,Consumer,Orders,5/12/2018,12/5/2018,2018-12-05,Standard Class,Basic,California,Paper,Labels & Paper,Orders,45.36,0,0,1,1,1,21.7728,0.48,0.48,48,0.48,7,7,45.36,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,CLAY CHEATHAM,CC-12550,Clay Cheatham,12/1/2018,12/1/2018,CA-2018-118542,CA-2018-118542,90008,2021,OFF-PA-10004735,Xerox 1905,False,West,Yes,3557,Consumer,Orders,5/12/2018,12/5/2018,2018-12-05,Standard Class,Basic,California,Paper,Labels & Paper,Orders,45.36,0,0,1,1,1,21.7728,0.48,0.48,48,0.48,7,7,45.36,0,All Other
Office Supplies,San Francisco,United States,US,2022,MIKE KENNEDY,MK-18160,Mike Kennedy,12/2/2017,12/2/2017,US-2017-108455,US-2017-108455,94122,2021,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),False,West,Yes,1481,Consumer,Orders,8/12/2017,12/8/2017,2017-12-08,Standard Class,Basic,California,Paper,Labels & Paper,Orders,40.46,0,0,1,1,1,19.8254,0.49,0.49,49,0.49,7,7,40.46,0,All Other
Office Supplies,San Francisco,United States,US,2022,MIKE KENNEDY,MK-18160,Mike Kennedy,12/2/2017,12/2/2017,US-2017-108455,US-2017-108455,94122,2021,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),False,West,Yes,1481,Consumer,Orders,8/12/2017,12/8/2017,2017-12-08,Standard Class,Basic,California,Paper,Labels & Paper,Orders,40.46,0,0,1,1,1,19.8254,0.49,0.49,49,0.49,7,7,40.46,0,All Other
Office Supplies,San Francisco,United States,US,2022,MIKE KENNEDY,MK-18160,Mike Kennedy,12/2/2017,12/2/2017,US-2017-108455,US-2017-108455,94122,2021,OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),False,West,Yes,1481,Consumer,Orders,8/12/2017,12/8/2017,2017-12-08,Standard Class,Basic,California,Paper,Labels & Paper,Orders,40.46,0,0,1,1,1,19.8254,0.49,0.49,49,0.49,7,7,40.46,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-LA-10003190,Avery 474,False,West,Yes,6862,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Labels,Labels & Paper,Orders,23.04,0,0,1,1,1,11.2896,0.49,0.49,49,0.49,8,8,23.04,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-LA-10003190,Avery 474,False,West,Yes,6862,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Labels,Labels & Paper,Orders,23.04,0,0,1,1,1,11.2896,0.49,0.49,49,0.49,8,8,23.04,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-LA-10003190,Avery 474,False,West,Yes,6862,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Labels,Labels & Paper,Orders,23.04,0,0,1,1,1,11.2896,0.49,0.49,49,0.49,8,8,23.04,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-LA-10003190,Avery 474,False,West,Yes,6862,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Labels,Labels & Paper,Orders,23.04,0,0,1,1,1,11.2896,0.49,0.49,49,0.49,8,8,23.04,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-LA-10003190,Avery 474,False,West,Yes,6862,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Labels,Labels & Paper,Orders,23.04,0,0,1,1,1,11.2896,0.49,0.49,49,0.49,8,8,23.04,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,PAMELA STOBB,PS-18760,Pamela Stobb,4/17/2018,4/17/2018,CA-2018-128965,CA-2018-128965,90008,2021,OFF-LA-10003190,Avery 474,False,West,Yes,6862,Consumer,Orders,22/4/2018,4/22/2018,2018-04-22,Standard Class,Basic,California,Labels,Labels & Paper,Orders,23.04,0,0,1,1,1,11.2896,0.49,0.49,49,0.49,8,8,23.04,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,CLAY LUDTKE,CL-12565,Clay Ludtke,5/28/2017,5/28/2017,CA-2017-134803,CA-2017-134803,90004,2021,OFF-PA-10003790,Xerox 1991,False,West,Yes,3422,Consumer,Orders,3/6/2017,6/3/2017,2017-06-03,Standard Class,Basic,California,Paper,Labels & Paper,Orders,182.72,0,0,1,1,1,84.0512,0.46,0.46,46,0.46,8,8,182.72,182.72,All Other
Office Supplies,Los Angeles,United States,CA,2022,CLAY LUDTKE,CL-12565,Clay Ludtke,5/28/2017,5/28/2017,CA-2017-134803,CA-2017-134803,90004,2021,OFF-PA-10003790,Xerox 1991,False,West,Yes,3422,Consumer,Orders,3/6/2017,6/3/2017,2017-06-03,Standard Class,Basic,California,Paper,Labels & Paper,Orders,182.72,0,0,1,1,1,84.0512,0.46,0.46,46,0.46,8,8,182.72,182.72,All Other
Office Supplies,Los Angeles,United States,CA,2022,CLAY LUDTKE,CL-12565,Clay Ludtke,5/28/2017,5/28/2017,CA-2017-134803,CA-2017-134803,90004,2021,OFF-PA-10003790,Xerox 1991,False,West,Yes,3422,Consumer,Orders,3/6/2017,6/3/2017,2017-06-03,Standard Class,Basic,California,Paper,Labels & Paper,Orders,182.72,0,0,1,1,1,84.0512,0.46,0.46,46,0.46,8,8,182.72,182.72,All Other
Office Supplies,Los Angeles,United States,CA,2022,CLAY LUDTKE,CL-12565,Clay Ludtke,5/28/2017,5/28/2017,CA-2017-134803,CA-2017-134803,90004,2021,OFF-PA-10003790,Xerox 1991,False,West,Yes,3422,Consumer,Orders,3/6/2017,6/3/2017,2017-06-03,Standard Class,Basic,California,Paper,Labels & Paper,Orders,182.72,0,0,1,1,1,84.0512,0.46,0.46,46,0.46,8,8,182.72,182.72,All Other
Office Supplies,Los Angeles,United States,CA,2022,CLAY LUDTKE,CL-12565,Clay Ludtke,5/28/2017,5/28/2017,CA-2017-134803,CA-2017-134803,90004,2021,OFF-PA-10003790,Xerox 1991,False,West,Yes,3422,Consumer,Orders,3/6/2017,6/3/2017,2017-06-03,Standard Class,Basic,California,Paper,Labels & Paper,Orders,182.72,0,0,1,1,1,84.0512,0.46,0.46,46,0.46,8,8,182.72,182.72,All Other
Office Supplies,Los Angeles,United States,CA,2022,DUANE BENOIT,DB-13660,Duane Benoit,9/23/2018,9/23/2018,CA-2018-121853,CA-2018-121853,90036,2021,OFF-PA-10003641,Xerox 1909,False,West,Yes,9324,Consumer,Orders,29/9/2018,9/29/2018,2018-09-29,Standard Class,Basic,California,Paper,Labels & Paper,Orders,211.04,0,0,1,1,1,97.0784,0.46,0.46,46,0.46,8,8,211.04,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,DUANE BENOIT,DB-13660,Duane Benoit,9/23/2018,9/23/2018,CA-2018-121853,CA-2018-121853,90036,2021,OFF-PA-10003641,Xerox 1909,False,West,Yes,9324,Consumer,Orders,29/9/2018,9/29/2018,2018-09-29,Standard Class,Basic,California,Paper,Labels & Paper,Orders,211.04,0,0,1,1,1,97.0784,0.46,0.46,46,0.46,8,8,211.04,0,All Other
Office Supplies,Los Angeles,United States,CA,2022,DUANE BENOIT,DB-13660,Duane Benoit,9/23/2018,9/23/2018,CA-2018-121853,CA-2018-121853,90036,2021,OFF-PA-10003641,Xerox 1909,False,West,Yes,9324,Consumer,Orders,29/9/2018,9/29/2018,2018-09-29,Standard Class,Basic,California,Paper,Labels & Paper,Orders,211.04,0,0,1,1,1,97.0784,0.46,0.46,46,0.46,8,8,211.04,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",False,West,Yes,1712,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Appliances,Appliances,Orders,1702.12,0,0,1,1,1,510.636,0.3,0.3,30,0.3,14,14,1702.12,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",False,West,Yes,1712,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Appliances,Appliances,Orders,1702.12,0,0,1,1,1,510.636,0.3,0.3,30,0.3,14,14,1702.12,0,All Other
Office Supplies,San Francisco,United States,CA,2022,JAMIE KUNITZ,JK-15205,Jamie Kunitz,10/30/2018,10/30/2018,CA-2018-123491,CA-2018-123491,94122,2021,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",False,West,Yes,1712,Consumer,Orders,5/11/2018,11/5/2018,2018-11-05,Standard Class,Basic,California,Appliances,Appliances,Orders,1702.12,0,0,1,1,1,510.636,0.3,0.3,30,0.3,14,14,1702.12,0,All Other
